kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Jagakarsa ,Lenteng Agung,"06o19’26,1”  ","  106o50’14,6”",Indeks Pencemaran,0
Jagakarsa ,Lenteng Agung,"06o19’26,1”  ","  106o50’14,6”",Kategori,MemenuhiBaku Mutu
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Warna,26
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Kekeruhan,0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Air Raksa,<0.0003
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Besi (Fe),0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Fluorida,0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Cadmium (Cd),0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Kesadahan,108
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Krom Heksavalen,<0.003
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Mangan (Mn),<0.05
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Nitrat,2
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Nitrit,0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Seng (Zn),<0.01
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Sulfat,8
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Timah Hitam (Pb),0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Detergen,<0.03
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Zat Organik,2
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Total Coliform,100
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",E.Coli,0
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Indeks Pencemaran,1
Jagakarsa ,Srengseng Sawah,"06o20’43,4” ","  106o49’51,5”",Kategori,Tercemar Ringan
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Warna,25
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Kekeruhan,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Air Raksa,<0.0003
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Besi (Fe),0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Fluorida,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Cadmium (Cd),0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Kesadahan,71
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Krom Heksavalen,<0.003
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Mangan (Mn),<0.05
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Nitrat,3
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Nitrit,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Seng (Zn),<0.01
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Sulfat,1
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Timah Hitam (Pb),0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Detergen,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Zat Organik,2
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Total Coliform,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",E.Coli,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Indeks Pencemaran,0
Jagakarsa ,Tanjung Barat,"06o18’34,7” ","  106o51’02,4”",Kategori,MemenuhiBaku Mutu
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Warna,26
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Kekeruhan,10
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Air Raksa,<0.0003
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Besi (Fe),0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Fluorida,0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Cadmium (Cd),0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Kesadahan,75
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Krom Heksavalen,<0.003
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Mangan (Mn),<0.05
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Nitrat,3
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Nitrit,0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Seng (Zn),0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Sulfat,5
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Timah Hitam (Pb),0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Detergen,0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Zat Organik,0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Total Coliform,200
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",E.Coli,0
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Indeks Pencemaran,2
Pesanggrahan,Bintaro,"06o16’22,4” ","  106o45’52,0”",Kategori,Tercemar Ringan
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Warna,24
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Kekeruhan,1
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Air Raksa,<0.0003
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Besi (Fe),0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Fluorida,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Cadmium (Cd),0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Kesadahan,95
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Krom Heksavalen,<0.003
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Mangan (Mn),<0.05
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Nitrat,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Nitrit,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Seng (Zn),<0.01
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Sulfat,8
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Timah Hitam (Pb),0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Detergen,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Zat Organik,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Total Coliform,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",E.Coli,0
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Indeks Pencemaran,1
Pesanggrahan,Pesanggrahan,"06o15’25,0” ","  106o45’25,6”",Kategori,Tercemar Ringan
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Warna,43
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Kekeruhan,7
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Air Raksa,<0.0003
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Besi (Fe),0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Fluorida,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Cadmium (Cd),0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Kesadahan,113
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Krom Heksavalen,<0.003
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Mangan (Mn),0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Nitrat,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Nitrit,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Seng (Zn),<0.01
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Sulfat,21
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Timah Hitam (Pb),0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Detergen,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Zat Organik,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Total Coliform,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",E.Coli,0
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Indeks Pencemaran,1
Pesanggrahan,Petukangan Selatan,"06o14’58,8”  ","  106o45’09,9”",Kategori,Tercemar Ringan
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Warna,35
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Kekeruhan,2
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Air Raksa,<0.0003
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Besi (Fe),0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Fluorida,0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Cadmium (Cd),0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Kesadahan,131
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Krom Heksavalen,<0.003
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Mangan (Mn),<0.05
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Nitrat,0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Nitrit,0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Seng (Zn),<0.01
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Sulfat,12
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Timah Hitam (Pb),0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Detergen,<0.03
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Zat Organik,0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Total Coliform,300
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",E.Coli,0
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Indeks Pencemaran,3
Pesanggrahan,Petukangan Utara,"06o13’37,6” ","  106o45’10,7”",Kategori,Tercemar Ringan
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Warna,29
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Kekeruhan,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Air Raksa,<0.0003
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Besi (Fe),0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Fluorida,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Cadmium (Cd),0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Kesadahan,78
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Krom Heksavalen,<0.003
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Mangan (Mn),<0.05
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Nitrat,2
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Nitrit,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Seng (Zn),<0.01
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Sulfat,15
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Timah Hitam (Pb),0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Detergen,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Zat Organik,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Total Coliform,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",E.Coli,0
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Indeks Pencemaran,1
Pesanggrahan,Ulujami,"06o14’43,7” ","  106o45’43,9”",Kategori,Tercemar Ringan
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Warna,20
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Kekeruhan,0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Air Raksa,<0.0003
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Besi (Fe),0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Fluorida,0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Cadmium (Cd),0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Kesadahan,104
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Krom Heksavalen,<0.003
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Mangan (Mn),<0.05
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Nitrat,2
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Nitrit,0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Seng (Zn),<0.01
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Sulfat,32
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Timah Hitam (Pb),0
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Detergen,<0.03
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Zat Organik,1
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Total Coliform,8000
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",E.Coli,100
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Indeks Pencemaran,8
Matraman,Kayu Manis,"06o12’24,7” ","  106o51’48,8”",Kategori,Tercemar Sedang
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Warna,27
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Kekeruhan,0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Air Raksa,<0.0003
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Besi (Fe),0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Fluorida,0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Cadmium (Cd),0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Kesadahan,60
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Krom Heksavalen,<0.003
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Mangan (Mn),<0.05
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Nitrat,0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Nitrit,0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Seng (Zn),<0.01
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Sulfat,55
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Timah Hitam (Pb),0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Detergen,<0.03
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Zat Organik,5
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Total Coliform,1000
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",E.Coli,0
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Indeks Pencemaran,5
Matraman,Kebon Manggis,"06o12’20,0” ","  106o51’20,8”",Kategori,Tercemar Sedang
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Warna,26
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Kekeruhan,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Air Raksa,<0.0003
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Besi (Fe),0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Fluorida,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Cadmium (Cd),0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Kesadahan,111
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Krom Heksavalen,<0.003
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Mangan (Mn),0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Nitrat,2
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Nitrit,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Seng (Zn),0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Sulfat,29
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Timah Hitam (Pb),0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Detergen,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Zat Organik,3
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Total Coliform,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",E.Coli,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Indeks Pencemaran,0
Matraman,Palmeriam,"06o12’25,1” ","  106o51’40,8”",Kategori,MemenuhiBaku Mutu
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Warna,23
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Kekeruhan,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Air Raksa,<0.0003
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Besi (Fe),0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Fluorida,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Cadmium (Cd),0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Kesadahan,119
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Krom Heksavalen,<0.003
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Mangan (Mn),0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Nitrat,1
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Nitrit,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Seng (Zn),<0.01
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Sulfat,37
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Timah Hitam (Pb),0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Detergen,<0.03
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Zat Organik,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Total Coliform,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",E.Coli,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Indeks Pencemaran,0
Matraman,Pisangan Baru,"06o12’33,5” ","  106o52’16,7”",Kategori,MemenuhiBaku Mutu
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Warna,35
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Kekeruhan,3
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Air Raksa,<0.0003
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Besi (Fe),0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Fluorida,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Cadmium (Cd),0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Kesadahan,192
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Krom Heksavalen,<0.003
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Mangan (Mn),0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Nitrat,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Nitrit,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Seng (Zn),0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Sulfat,59
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Timah Hitam (Pb),0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Detergen,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Zat Organik,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Total Coliform,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",E.Coli,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Indeks Pencemaran,0
Matraman,Utan Kayu Selatan,"06o12’02,3” ","  106o52’06,9”",Kategori,MemenuhiBaku Mutu
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Warna,21
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Kekeruhan,0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Air Raksa,<0.0003
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Besi (Fe),0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Fluorida,0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Cadmium (Cd),0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Kesadahan,169
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Krom Heksavalen,<0.003
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Mangan (Mn),<0.05
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Nitrat,2
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Nitrit,0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Seng (Zn),<0.01
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Sulfat,47
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Timah Hitam (Pb),0
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Detergen,<0.03
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Zat Organik,2
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Total Coliform,1300
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",E.Coli,300
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Indeks Pencemaran,5
Matraman,Utan Kayu Utara,"06o11’54,3” ","  106o51’54,6”",Kategori,Tercemar Sedang
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Warna,21
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Kekeruhan,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Air Raksa,<0.0003
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Besi (Fe),0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Fluorida,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Cadmium (Cd),0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Kesadahan,175
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Krom Heksavalen,<0.003
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Mangan (Mn),2
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Nitrat,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Nitrit,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Seng (Zn),<0.01
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Sulfat,13
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Timah Hitam (Pb),0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Detergen,<0.03
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Zat Organik,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Total Coliform,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",E.Coli,0
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Indeks Pencemaran,2
Pulogadung,Cipinang,"06o12’32,7” ","  106o53’43,1”",Kategori,Tercemar Ringan
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Warna,32
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Kekeruhan,2
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Air Raksa,<0.0003
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Besi (Fe),0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Fluorida,0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Cadmium (Cd),0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Kesadahan,121
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Krom Heksavalen,<0.003
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Mangan (Mn),2
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Nitrat,0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Nitrit,0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Seng (Zn),0
Pulogadung,Jati,"06o11’57,3” ","  106o54’01,8”",Sulfat,15
