kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Cilincing,Sukapura (Rumah Bpk. Saadih),"06o08’53,7” "," 106o55’30,4”",Kategori,Tercemar Berat
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Warna,24
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Kekeruhan,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Air Raksa,<0.0003
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Besi (Fe),0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Fluorida,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Cadmium (Cd),0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Kesadahan,49
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Krom Heksavalen,<0.003
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Mangan (Mn),<0.05
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Nitrat,1
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Nitrit,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Seng (Zn),<0.01
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Sulfat,29
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Timah Hitam (Pb),0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Detergen,<0.03
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Zat Organik,4
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Total Coliform,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",E.Coli,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Indeks Pencemaran,0
Pademangan,Ancol,"06o07’27,26” "," 106o49’2,32”",Kategori,MemenuhiBaku Mutu
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Warna,38
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Kekeruhan,0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Air Raksa,<0.0003
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Besi (Fe),0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Fluorida,0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Cadmium (Cd),0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Kesadahan,83
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Krom Heksavalen,<0.003
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Mangan (Mn),<0.05
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Nitrat,0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Nitrit,0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Seng (Zn),<0.01
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Sulfat,30
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Timah Hitam (Pb),0
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Detergen,<0.03
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Zat Organik,7
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Total Coliform,66000
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",E.Coli, 
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Indeks Pencemaran,11
Pademangan,Pademangan Barat,"06o07’57,5” "," 106o50’25,2”",Kategori,Tercemar Berat
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Warna,39
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Kekeruhan,1
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Air Raksa,<0.0003
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Besi (Fe),0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Fluorida,0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Cadmium (Cd),0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Kesadahan,101
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Krom Heksavalen,<0.003
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Mangan (Mn),<0.05
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Nitrat,0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Nitrit,0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Seng (Zn),<0.01
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Sulfat,66
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Timah Hitam (Pb),0
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Detergen,<0.03
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Zat Organik,6
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Total Coliform,5000
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",E.Coli,1800
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Indeks Pencemaran,7
Pademangan,Pademangan Timur,"06o07’49,4” "," 106o50’43,8”",Kategori,Tercemar Sedang
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Warna,22
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Kekeruhan,1
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Air Raksa,<0.0003
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Besi (Fe),0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Fluorida,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Cadmium (Cd),0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Kesadahan,64
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Krom Heksavalen,<0.003
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Mangan (Mn),<0.05
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Nitrat,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Nitrit,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Seng (Zn),<0.01
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Sulfat,92
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Timah Hitam (Pb),0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Detergen,<0.03
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Zat Organik,3
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Total Coliform,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",E.Coli,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Indeks Pencemaran,0
Kelapa Gading,Kelapa Gading Barat,"06o09’97,3” "," 106o53’04,3”",Kategori,MemenuhiBaku Mutu
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Warna,25
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Kekeruhan,1
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Air Raksa,<0.0003
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Besi (Fe),0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Fluorida,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Cadmium (Cd),0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Kesadahan,48
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Krom Heksavalen,<0.003
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Mangan (Mn),<0.05
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Nitrat,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Nitrit,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Seng (Zn),<0.01
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Sulfat,37
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Timah Hitam (Pb),0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Detergen,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Zat Organik,3
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Total Coliform,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",E.Coli,0
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Indeks Pencemaran,1
Kelapa Gading,Kelapa Gading Timur,"06o10’00,2” ","  106o54’08,4”",Kategori,Tercemar Ringan
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Warna,19
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Kekeruhan,1
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Air Raksa,<0.0003
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Besi (Fe),0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Fluorida,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Cadmium (Cd),0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Kesadahan,134
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Krom Heksavalen,<0.003
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Mangan (Mn),<0.05
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Nitrat,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Nitrit,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Seng (Zn),<0.01
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Sulfat,61
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Timah Hitam (Pb),0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Detergen,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Zat Organik,4
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Total Coliform,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",E.Coli,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Indeks Pencemaran,0
Kelapa Gading,Pegangsaan Dua,"06o09’14,17” ","  106o54’39,4”",Kategori,MemenuhiBaku Mutu
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Warna,25
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Kekeruhan,1
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Air Raksa,<0.0003
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Besi (Fe),0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Fluorida,0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Cadmium (Cd),0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Kesadahan,177
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Krom Heksavalen,<0.003
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Mangan (Mn),1
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Nitrat,0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Nitrit,0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Seng (Zn),<0.01
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Sulfat,94
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Timah Hitam (Pb),0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Detergen,0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Zat Organik,4
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Total Coliform,600
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",E.Coli,0
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Indeks Pencemaran,4
Cengkareng Barat,Cengkareng Barat,"06o08’57,2” ","  106o43’19,1”",Kategori,Tercemar Ringan
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Warna,24
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Kekeruhan,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Air Raksa,<0.0003
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Besi (Fe),0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Fluorida,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Cadmium (Cd),0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Kesadahan,181
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Krom Heksavalen,<0.003
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Mangan (Mn),1
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Nitrat,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Nitrit,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Seng (Zn),<0.01
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Sulfat,111
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Timah Hitam (Pb),0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Detergen,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Zat Organik,5
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Total Coliform,100
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",E.Coli,0
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Indeks Pencemaran,2
Cengkareng Barat,Cengkareng Timur,"06o08’42,4” ","  106o44’04,6”",Kategori,Tercemar Ringan
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Warna,26
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Kekeruhan,0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Air Raksa,<0.0003
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Besi (Fe),0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Fluorida,0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Cadmium (Cd),0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Kesadahan,97
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Krom Heksavalen,<0.003
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Mangan (Mn),<0.05
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Nitrat,1
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Nitrit,0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Seng (Zn),<0.01
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Sulfat,59
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Timah Hitam (Pb),0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Detergen,<0.03
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Zat Organik,3
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Total Coliform,1700
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",E.Coli,0
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Indeks Pencemaran,6
Cengkareng Barat,Duri Kosambi,"06o10’11,6” ","  106o43’23,0”",Kategori,Tercemar Sedang
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Warna,38
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Kekeruhan,1
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Air Raksa,<0.0003
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Besi (Fe),0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Fluorida,0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Cadmium (Cd),0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Kesadahan,179
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Krom Heksavalen,<0.003
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Mangan (Mn),1
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Nitrat,2
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Nitrit,0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Seng (Zn),0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Sulfat,58
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Timah Hitam (Pb),0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Detergen,0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Zat Organik,9
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Total Coliform,0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",E.Coli,0
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Indeks Pencemaran,2
Cengkareng Barat,Kapuk,"06o53’09,2” ","  106o36’54,4”",Kategori,Tercemar Ringan
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Warna,28
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Kekeruhan,7
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Air Raksa,<0.0003
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Besi (Fe),0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Fluorida,0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Cadmium (Cd),0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Kesadahan,105
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Krom Heksavalen,<0.003
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Mangan (Mn),1
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Nitrat,0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Nitrit,0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Seng (Zn),<0.01
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Sulfat,64
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Timah Hitam (Pb),0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Detergen,0
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Zat Organik,13
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Total Coliform,6400
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",E.Coli,1600
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Indeks Pencemaran,8
Cengkareng Barat,Kedaung Kali Angke,"06o09’13,8” ","  106o45’43,3”",Kategori,Tercemar Sedang
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Warna,25
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Kekeruhan,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Air Raksa,<0.0003
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Besi (Fe),0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Fluorida,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Cadmium (Cd),0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Kesadahan,231
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Krom Heksavalen,<0.003
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Mangan (Mn),0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Nitrat,2
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Nitrit,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Seng (Zn),0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Sulfat,65
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Timah Hitam (Pb),0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Detergen,<0.03
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Zat Organik,3
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Total Coliform,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",E.Coli,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Indeks Pencemaran,0
Cengkareng Barat,Rawa buaya,"06o10’14,3” ","  106o44’05,6”",Kategori,MemenuhiBaku Mutu
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Warna,67
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Kekeruhan,11
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Air Raksa,<0.0003
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Besi (Fe),0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Fluorida,0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Cadmium (Cd),0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Kesadahan,17
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Krom Heksavalen,<0.003
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Mangan (Mn),<0.05
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Nitrat,0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Nitrit,0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Seng (Zn),<0.01
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Sulfat,35
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Timah Hitam (Pb),0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Detergen,<0.03
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Zat Organik,6
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Total Coliform,200
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",E.Coli,0
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Indeks Pencemaran,2
Grogol Petamburan,Grogol,"06o09’33,7” ","  106o47’35,3”",Kategori,Tercemar Ringan
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Warna,28
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Kekeruhan,0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Air Raksa,<0.0003
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Besi (Fe),1
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Fluorida,0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Cadmium (Cd),0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Kesadahan,27
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Krom Heksavalen,<0.003
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Mangan (Mn),1
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Nitrat,0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Nitrit,0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Seng (Zn),<0.01
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Sulfat,49
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Timah Hitam (Pb),0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Detergen,<0.03
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Zat Organik,0
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Total Coliform,1100
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",E.Coli,600
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Indeks Pencemaran,5
Grogol Petamburan,Jelambar  ,"06o09’40,3” ","  106o46’53,7”",Kategori,Tercemar Sedang
Grogol Petamburan,Jelambar Baru,"06o08’50,8” ","  106o49’53,9”",Warna,33
